File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF896HPA	fastq	reads	ENCSR257NIR	RNA-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	2	ENCFF404WDI		4252149539	Thomas Gingeras, CSHL	c2f6b1565e225d75ba0e7f5c0b4c58f7	SRA:SRR4421545	https://www.encodeproject.org/files/ENCFF896HPA/@@download/ENCFF896HPA.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF404WDI	fastq	reads	ENCSR257NIR	RNA-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	1	ENCFF896HPA		4188122340	Thomas Gingeras, CSHL	67d26bd417667df73c6845cea6d8a74b	SRA:SRR4421545	https://www.encodeproject.org/files/ENCFF404WDI/@@download/ENCFF404WDI.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF393SSS	fastq	reads	ENCSR362HMX	RNA-seq	CL:2000068	pericardium fibroblast	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-06-17	ENCODE				1	1	101		paired-ended	2	ENCFF689YVG		10176640073	Thomas Gingeras, CSHL	0da45a092587c0d8999b87b4becfe0a6	SRA:SRR4421684	https://www.encodeproject.org/files/ENCFF393SSS/@@download/ENCFF393SSS.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF689YVG	fastq	reads	ENCSR362HMX	RNA-seq	CL:2000068	pericardium fibroblast	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-06-17	ENCODE				1	1	101		paired-ended	1	ENCFF393SSS		10517056564	Thomas Gingeras, CSHL	a8906ffb4a208a123716937026367d0f	SRA:SRR4421684	https://www.encodeproject.org/files/ENCFF689YVG/@@download/ENCFF689YVG.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF005EEW	fastq	reads	ENCSR362HMX	RNA-seq	CL:2000068	pericardium fibroblast	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-06-17	ENCODE				2	1	101		paired-ended	1	ENCFF611RXN		10079896167	Thomas Gingeras, CSHL	e1bbfb2c6c6c4d9b80b65df01461323c	SRA:SRR4421683	https://www.encodeproject.org/files/ENCFF005EEW/@@download/ENCFF005EEW.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF611RXN	fastq	reads	ENCSR362HMX	RNA-seq	CL:2000068	pericardium fibroblast	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-06-17	ENCODE				2	1	101		paired-ended	2	ENCFF005EEW		9730746466	Thomas Gingeras, CSHL	77d025b1f288bb5e920a5f0a4d4a0a3d	SRA:SRR4421683	https://www.encodeproject.org/files/ENCFF611RXN/@@download/ENCFF611RXN.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF609SCM	fastq	reads	ENCSR841ADZ	RNA-seq	UBERON:0000992	ovary	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF454PGN		5111508088	Thomas Gingeras, CSHL	70b9440867d66eb3758f44fed68870f6	SRA:SRR4422347	https://www.encodeproject.org/files/ENCFF609SCM/@@download/ENCFF609SCM.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF454PGN	fastq	reads	ENCSR841ADZ	RNA-seq	UBERON:0000992	ovary	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF609SCM		5229810234	Thomas Gingeras, CSHL	dda8d8ecfb78f3712e6307b88b212132	SRA:SRR4422347	https://www.encodeproject.org/files/ENCFF454PGN/@@download/ENCFF454PGN.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF000HGG	fastq	reads	ENCSR000CPY	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				3	1	76		paired-ended	1	ENCFF000HHF		9457096967	Thomas Gingeras, CSHL	cdca582a8249195214cd51c2dde2ae74	SRA:SRR5048101	https://www.encodeproject.org/files/ENCFF000HGG/@@download/ENCFF000HGG.fastq.gz		Illumina Genome Analyzer IIx		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF000HGU	fastq	reads	ENCSR000CPY	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				4	1	76		paired-ended	1	ENCFF000HHH		8912306865	Thomas Gingeras, CSHL	cf9431dabe0b8e6ee01f112a540509e0	SRA:SRR5048102	https://www.encodeproject.org/files/ENCFF000HGU/@@download/ENCFF000HGU.fastq.gz		Illumina Genome Analyzer IIx		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF000HHF	fastq	reads	ENCSR000CPY	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				3	1	76		paired-ended	2	ENCFF000HGG		9912337358	Thomas Gingeras, CSHL	f9f9137604a1a09d72c9e64259f2a4c6	SRA:SRR5048101	https://www.encodeproject.org/files/ENCFF000HHF/@@download/ENCFF000HHF.fastq.gz		Illumina Genome Analyzer IIx		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF000HHH	fastq	reads	ENCSR000CPY	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				4	1	76		paired-ended	2	ENCFF000HGU		9380546871	Thomas Gingeras, CSHL	0ceb1b86f0bade4cc2024f2a1c00f754	SRA:SRR5048102	https://www.encodeproject.org/files/ENCFF000HHH/@@download/ENCFF000HHH.fastq.gz		Illumina Genome Analyzer IIx		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF500BAC	fastq	reads	ENCSR648OSR	RNA-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF672VNI		5729145487	Thomas Gingeras, CSHL	851dbdc08ef2f72d469206d3ba68301c	SRA:SRR4422106	https://www.encodeproject.org/files/ENCFF500BAC/@@download/ENCFF500BAC.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF672VNI	fastq	reads	ENCSR648OSR	RNA-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF500BAC		5590290055	Thomas Gingeras, CSHL	15c3760b69b8437a1a4934bb2146d585	SRA:SRR4422106	https://www.encodeproject.org/files/ENCFF672VNI/@@download/ENCFF672VNI.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF254KDQ	fastq	reads	ENCSR038WEK	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1	1	50		paired-ended	1	ENCFF437NQW		1178068122	Eric Lécuyer, IRCM	9e5b6f509a99865734b4d9bb01f96218	SRA:SRR4422609	https://www.encodeproject.org/files/ENCFF254KDQ/@@download/ENCFF254KDQ.fastq.gz		Illumina HiSeq 2000		released		low read depth	missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF080SFE	fastq	reads	ENCSR038WEK	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2	1	50		paired-ended	1	ENCFF174HSJ		1300940953	Eric Lécuyer, IRCM	1ba71791e29f62696c0a87065eba5b3c	SRA:SRR4422610	https://www.encodeproject.org/files/ENCFF080SFE/@@download/ENCFF080SFE.fastq.gz		Illumina HiSeq 2000		released		low read depth	missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF437NQW	fastq	reads	ENCSR038WEK	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1	1	50		paired-ended	2	ENCFF254KDQ		1200186596	Eric Lécuyer, IRCM	637bfc00af6fcda224a683e06578db46	SRA:SRR4422609	https://www.encodeproject.org/files/ENCFF437NQW/@@download/ENCFF437NQW.fastq.gz		Illumina HiSeq 2000		released		low read depth	missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF174HSJ	fastq	reads	ENCSR038WEK	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2	1	50		paired-ended	2	ENCFF080SFE		1325893079	Eric Lécuyer, IRCM	9a88af72964fde619593a85221480327	SRA:SRR4422610	https://www.encodeproject.org/files/ENCFF174HSJ/@@download/ENCFF174HSJ.fastq.gz		Illumina HiSeq 2000		released		low read depth	missing RIN, inconsistent assay_term_name	missing spikeins, missing documents	
ENCFF000EUR	fastq	reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000EUS		19397421494	Thomas Gingeras, CSHL	e35870a1b894695dcb81f0a65ffcfba4	SRA:SRR3192523	https://www.encodeproject.org/files/ENCFF000EUR/@@download/ENCFF000EUR.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000EUS	fastq	reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000EUR		19098273193	Thomas Gingeras, CSHL	83d23ef0654561906afcdbef965d3509	SRA:SRR3192523	https://www.encodeproject.org/files/ENCFF000EUS/@@download/ENCFF000EUS.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF959BUF	fastq	reads	ENCSR029KNZ	RNA-seq	UBERON:0000473	testis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF256AHC		2170378323	Thomas Gingeras, CSHL	03fca6cd31bdf63fdf0cdf3d7be716fd	SRA:SRR4422587	https://www.encodeproject.org/files/ENCFF959BUF/@@download/ENCFF959BUF.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF256AHC	fastq	reads	ENCSR029KNZ	RNA-seq	UBERON:0000473	testis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF959BUF		2288150268	Thomas Gingeras, CSHL	af7a0aea0966d365ccefa468c09e1ce5	SRA:SRR4422587	https://www.encodeproject.org/files/ENCFF256AHC/@@download/ENCFF256AHC.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF140UYT	fastq	reads	ENCSR029KNZ	RNA-seq	UBERON:0000473	testis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF794EAB		3841227895	Thomas Gingeras, CSHL	be02b118a0a7bd2a260cedd2993888bf	SRA:SRR4422588	https://www.encodeproject.org/files/ENCFF140UYT/@@download/ENCFF140UYT.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF794EAB	fastq	reads	ENCSR029KNZ	RNA-seq	UBERON:0000473	testis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF140UYT		3929319933	Thomas Gingeras, CSHL	4eeb8fd01244ca9939252b7f8e6d2d18	SRA:SRR4422588	https://www.encodeproject.org/files/ENCFF794EAB/@@download/ENCFF794EAB.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF355UJC	fastq	reads	ENCSR687HJY	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF711JSM		1979008233	Thomas Gingeras, CSHL	a39f48fd3b02c606945bed19885462a4	SRA:SRR4422152	https://www.encodeproject.org/files/ENCFF355UJC/@@download/ENCFF355UJC.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF711JSM	fastq	reads	ENCSR687HJY	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF355UJC		1874189861	Thomas Gingeras, CSHL	933bfab3099df53b2d0e3b64e2de1033	SRA:SRR4422152	https://www.encodeproject.org/files/ENCFF711JSM/@@download/ENCFF711JSM.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF415QZI	fastq	reads	ENCSR687HJY	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF912BRJ		3473242154	Thomas Gingeras, CSHL	d19863d07de5099b1a0791712f36a07c	SRA:SRR4422153	https://www.encodeproject.org/files/ENCFF415QZI/@@download/ENCFF415QZI.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF912BRJ	fastq	reads	ENCSR687HJY	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF415QZI		3521303366	Thomas Gingeras, CSHL	ae400c21a1bbdd981b400c4dc9f81f15	SRA:SRR4422153	https://www.encodeproject.org/files/ENCFF912BRJ/@@download/ENCFF912BRJ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF173AFN	fastq	reads	ENCSR609NZM	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF054KNM		4696713152	Thomas Gingeras, CSHL	169caac3e848e4cf7ca3eed167437aa8	SRA:SRR4422023	https://www.encodeproject.org/files/ENCFF173AFN/@@download/ENCFF173AFN.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF054KNM	fastq	reads	ENCSR609NZM	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF173AFN		4790508943	Thomas Gingeras, CSHL	46ef1e9e7b0808d8cd2d7e4189d043cc	SRA:SRR4422023	https://www.encodeproject.org/files/ENCFF054KNM/@@download/ENCFF054KNM.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF760KXM	fastq	reads	ENCSR858QEL	RNA-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF281PBY		5370221004	Thomas Gingeras, CSHL	5471055a21da08e9991b538b00b37deb	SRA:SRR4422381	https://www.encodeproject.org/files/ENCFF760KXM/@@download/ENCFF760KXM.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF281PBY	fastq	reads	ENCSR858QEL	RNA-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF760KXM		5251025880	Thomas Gingeras, CSHL	7a782eec1bb0ca4cb846abfb7a63b5ec	SRA:SRR4422381	https://www.encodeproject.org/files/ENCFF281PBY/@@download/ENCFF281PBY.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF751LMQ	fastq	reads	ENCSR532LJV	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1	1	101		paired-ended	1	ENCFF188LMP		4057719885	Thomas Gingeras, CSHL	0bc34ffd526c3b210cd882176c22c800	SRA:SRR4421928	https://www.encodeproject.org/files/ENCFF751LMQ/@@download/ENCFF751LMQ.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF151GUG	fastq	reads	ENCSR532LJV	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1	2	101		paired-ended	1	ENCFF628TMU		4905631634	Thomas Gingeras, CSHL	8c2652039de75898b7c7c82ae5063232	SRA:SRR4421927	https://www.encodeproject.org/files/ENCFF151GUG/@@download/ENCFF151GUG.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF628TMU	fastq	reads	ENCSR532LJV	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1	2	101		paired-ended	2	ENCFF151GUG		4945551987	Thomas Gingeras, CSHL	c86d4f9c7d47506dcc61fba0c24d2677	SRA:SRR4421927	https://www.encodeproject.org/files/ENCFF628TMU/@@download/ENCFF628TMU.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF188LMP	fastq	reads	ENCSR532LJV	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1	1	101		paired-ended	2	ENCFF751LMQ		4082020465	Thomas Gingeras, CSHL	f3e89f3e6bc611938a60616826390263	SRA:SRR4421928	https://www.encodeproject.org/files/ENCFF188LMP/@@download/ENCFF188LMP.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF971HLO	fastq	reads	ENCSR495HDM	RNA-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF994FDH		3598861896	Thomas Gingeras, CSHL	58a646d24fc248ad37469744c8395bfe	SRA:SRR4421868	https://www.encodeproject.org/files/ENCFF971HLO/@@download/ENCFF971HLO.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF994FDH	fastq	reads	ENCSR495HDM	RNA-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF971HLO		3723622426	Thomas Gingeras, CSHL	4a22113fc137e65898aab1f93cd55524	SRA:SRR4421868	https://www.encodeproject.org/files/ENCFF994FDH/@@download/ENCFF994FDH.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF567ORO	fastq	reads	ENCSR330UMQ	RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	1	ENCFF743QDT		4520449702	Thomas Gingeras, CSHL	e993eca1c7cfadb588a723a5e1da7427	SRA:SRR4421642	https://www.encodeproject.org/files/ENCFF567ORO/@@download/ENCFF567ORO.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF743QDT	fastq	reads	ENCSR330UMQ	RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	2	ENCFF567ORO		4583048461	Thomas Gingeras, CSHL	87bea9acac5e0e65af1b53443901ad43	SRA:SRR4421642	https://www.encodeproject.org/files/ENCFF743QDT/@@download/ENCFF743QDT.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF731CDK	fastq	reads	ENCSR391VGU	RNA-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF429YOS		4304713612	Thomas Gingeras, CSHL	a5d0c216e88785b3b63b3c3260122c13	SRA:SRR4421747	https://www.encodeproject.org/files/ENCFF731CDK/@@download/ENCFF731CDK.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF429YOS	fastq	reads	ENCSR391VGU	RNA-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF731CDK		4362859814	Thomas Gingeras, CSHL	642408f4277b09208630b78ed224a5d7	SRA:SRR4421747	https://www.encodeproject.org/files/ENCFF429YOS/@@download/ENCFF429YOS.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF594SZG	fastq	reads	ENCSR919QJT	RNA-seq	EFO:0002184	H4	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	1	ENCFF288QUM		9357135692	Thomas Gingeras, CSHL	4561e479233874de1fa922071f0e4871	SRA:SRR3192685	https://www.encodeproject.org/files/ENCFF594SZG/@@download/ENCFF594SZG.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF288QUM	fastq	reads	ENCSR919QJT	RNA-seq	EFO:0002184	H4	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	2	ENCFF594SZG		9325702701	Thomas Gingeras, CSHL	c9545b98aa72aabe41e35eba9e1694be	SRA:SRR3192685	https://www.encodeproject.org/files/ENCFF288QUM/@@download/ENCFF288QUM.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF147JMD	fastq	reads	ENCSR919QJT	RNA-seq	EFO:0002184	H4	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	1	ENCFF643JSM		7522991179	Thomas Gingeras, CSHL	24802e12cc42e284d6f5a43dc2f5fc4d	SRA:SRR3192686	https://www.encodeproject.org/files/ENCFF147JMD/@@download/ENCFF147JMD.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF643JSM	fastq	reads	ENCSR919QJT	RNA-seq	EFO:0002184	H4	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	2	ENCFF147JMD		7484976476	Thomas Gingeras, CSHL	b89888a3391f25c6f9cf2fd711bad5ae	SRA:SRR3192686	https://www.encodeproject.org/files/ENCFF643JSM/@@download/ENCFF643JSM.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF976PUJ	fastq	reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1	1	101		paired-ended	1	ENCFF576RAC		4121229243	Thomas Gingeras, CSHL	23f5996b9371cba48c4932b99c8a493c	SRA:SRR4421568	https://www.encodeproject.org/files/ENCFF976PUJ/@@download/ENCFF976PUJ.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
